CID,TeamID,FName,LName,College,Age,Experience,OffPhil,DefPhil,LoyaltyPlayers,LoyaltyCoaches,Ego,OffAbility,DefAbility,STAbility,DevPlayers,JudgingAct,JudgingPot,JudgingQB,JudgingRB,JudgingRec,JudgingOL,JudgingDL,JudgingLB,JudgingCB,JudgingSF,Accountability,Motivating,TimeMgmt,Clutch,Conservative,FBInt,Adjustments,ValuesST,ValuesCharacter,WorkEthic,Preparation,Focus,PlaycallingSkill
689,0,JOSHUA,SIMS,Virginia,68,6,WCRun,4-3StuffRun,47,52,42,37,72,45,26,31,67,35,53,36,47,46,21,48,36,84,45,15,52,84,29,37,24,52,34,50,85,48
690,0,DOUGLAS,ZALLER,UCF,59,17,WCBal,Cover2Cover,21,75,50,66,50,40,28,45,33,38,10,92,17,67,55,46,59,60,46,36,49,61,34,31,41,59,40,42,59,35
691,0,RAFAEL,PARMAN,Auburn,49,14,SpreadPass,3-4StuffRun,47,35,59,31,34,61,50,52,37,85,69,29,64,42,37,65,62,50,33,49,29,31,74,58,69,31,53,76,61,32
692,0,JOHN,COLEMAN,Texas,56,7,SpreadBal,3-4Cover,64,78,31,91,28,72,57,64,74,42,15,61,29,48,52,63,66,66,67,38,56,42,48,38,40,33,49,51,43,70
693,0,HENRY,FRYE,UNLV,55,22,BalRun,3-4Bal,59,58,66,47,54,29,49,9,38,33,64,26,52,45,29,76,21,34,90,32,32,30,44,51,49,64,51,60,48,67
694,0,CHRISTOPHER,THORNGREN,Illinois,57,9,VertPass,4-3Attack,49,80,38,65,22,48,65,65,59,41,77,36,42,62,37,48,29,21,61,70,59,43,52,56,83,46,61,64,49,72
695,0,ALBERT,SMITH,Delaware State,62,18,BalPass,3-4StuffRun,49,48,46,32,70,14,46,70,61,68,29,60,68,67,42,49,56,34,36,25,50,45,71,48,66,76,37,62,45,33
696,0,GARY,ATKINS,Southern Miss,59,6,BalPass,3-4Bal,79,70,42,74,38,49,55,49,61,24,59,65,22,0,41,45,44,74,43,24,61,68,57,34,69,36,72,53,35,26
697,0,JOHN,RIVERA,Louisville,32,0,VertPass,4-3StuffRun,29,77,76,55,70,58,65,56,43,81,63,47,37,43,93,50,71,53,35,55,65,36,56,45,72,51,61,45,63,53
698,0,JOSEPH,THOMAS,UCF,32,0,SpreadBal,Cover2Bal,81,38,58,62,29,50,51,54,33,45,45,42,46,55,73,58,42,60,56,45,61,78,33,74,44,34,69,32,68,82
699,0,JESUS,WILTBERGER,Miami(OH),39,5,WCPass,Cover2Cover,86,45,59,46,53,29,45,48,59,37,41,50,54,37,45,57,25,58,39,35,50,59,37,51,51,53,50,61,44,56
700,0,MARK,REED,Navy,43,9,SpreadBal,Cover2Cover,65,37,54,50,68,32,90,47,66,80,43,55,98,51,41,31,70,89,63,95,55,49,32,54,35,52,54,76,46,43
701,0,WILLIAM,RIVENBURG,Illinois State,39,7,WCPass,Cover2Cover,65,53,51,59,59,61,61,56,63,75,51,42,43,83,35,36,46,62,88,49,37,19,52,66,51,43,32,63,53,30
702,0,JULIUS,MARTINEZ,Auburn,48,1,WCPass,3-4Cover,50,105,20,55,60,56,49,38,45,30,42,32,61,57,46,33,26,57,66,41,45,80,65,48,55,23,61,22,37,46
703,0,LEWIS,VALERIO,Toledo,59,26,WCBal,4-3StuffRun,35,28,78,57,62,53,47,29,53,54,52,62,19,28,38,40,66,9,59,45,63,28,73,92,48,36,82,34,40,66
704,0,STEVEN,DECKER,Washington State,69,24,Smashmouth,4-3Cover,82,13,52,16,60,64,38,38,47,41,57,22,32,44,25,54,59,54,60,58,48,65,46,62,68,15,46,6,36,24
705,0,DAVID,LORNA,Virginia Tech,56,21,WCPass,4-3Attack,44,67,44,62,67,59,60,36,70,34,48,52,71,34,45,48,59,25,46,55,44,43,54,72,32,18,33,6,53,47
706,0,JOSE,COOK,South Dakota,37,5,WCRun,4-3StuffRun,83,59,39,37,47,78,45,33,60,47,75,40,76,69,36,56,26,38,61,31,28,41,79,84,57,41,31,38,44,50
707,0,KENNETH,PARKER,Washington,58,11,Smashmouth,Cover2Attack,55,24,42,63,35,30,64,44,69,42,62,54,60,33,38,46,56,84,40,55,57,45,23,44,41,41,45,69,31,57
708,0,STEVEN,ROSS,Wyoming,47,14,WCRun,Cover2Attack,67,54,31,37,46,51,65,65,62,63,42,74,64,44,62,44,43,57,94,62,24,10,43,65,32,56,49,40,30,34
709,0,ROBERT,PEABODY,Liberty,38,0,Run-N-Shoot,Cover2Cover,51,61,44,50,44,73,41,92,62,38,7,31,47,31,49,44,44,49,46,84,48,59,70,58,38,53,43,38,79,41
710,0,BRADLEY,SCHEIN,Oregon,49,16,SpreadRun,Cover2Bal,15,45,44,70,65,64,53,80,46,31,50,20,100,45,45,35,58,79,73,27,53,66,55,51,62,35,37,74,41,41
711,0,GEORGE,COCCO,Virginia,51,0,WCBal,3-4Bal,61,50,61,56,35,54,36,66,43,14,45,68,50,53,54,57,64,35,29,63,55,23,49,49,75,53,51,51,63,75
712,0,MICHAEL,LEGG,Syracuse,64,14,SpreadPass,Cover2Attack,62,43,63,73,45,42,34,86,40,1,63,78,38,68,64,66,86,47,28,58,55,25,72,34,37,47,49,36,53,92
713,0,JEFFREY,WIMBERLY,Texas,69,4,WCPass,3-4Cover,59,64,55,48,27,32,95,5,51,33,66,37,31,41,66,34,59,40,36,52,26,60,45,60,57,24,47,21,62,55
714,0,JAMES,RODRIGUEZ,Massachusetts,55,4,Smashmouth,4-3Attack,64,76,99,68,73,47,30,59,64,61,58,57,44,71,66,27,55,57,40,49,44,30,39,41,45,62,65,77,24,52
715,0,CHARLES,TERP,Mississippi,50,17,BalRun,Cover2Cover,11,37,58,73,55,51,63,59,22,34,67,41,49,84,50,48,46,54,79,56,71,71,27,45,53,45,45,51,50,45
716,0,ANTONIO,BALDERRAMA,South Carolina,62,21,SpreadPass,Cover2Bal,41,71,59,58,33,80,28,33,43,45,21,49,66,73,54,26,62,33,25,66,48,56,68,29,41,76,43,62,60,61
717,0,JOSEPH,SWAIN,Washington,53,7,Smashmouth,Cover2Bal,50,54,37,59,77,58,22,65,41,49,68,49,41,37,29,73,32,59,81,45,44,69,44,35,50,38,46,65,71,62
718,0,TOMMY,RIVERA,Washington State,47,3,WCRun,Cover2Bal,53,75,48,41,52,43,15,26,35,31,38,30,48,42,17,58,56,43,52,44,64,51,38,59,65,33,42,49,68,50
719,0,GREG,WARFIELD,Oregon State,40,6,SpreadRun,4-3Attack,36,18,48,55,53,49,68,34,40,59,74,40,46,22,63,26,44,76,52,44,49,31,62,39,58,10,34,36,19,56
720,0,WILLIAM,GAMACHE,Ohio State,32,0,SpreadBal,4-3Bal,47,60,65,45,73,34,51,65,79,44,49,55,64,59,30,54,43,17,50,38,42,34,65,58,61,61,30,49,50,59
721,0,BILLY,CONORICH,California,61,24,WCRun,4-3Bal,30,15,42,13,63,51,29,47,32,41,47,46,56,51,39,41,68,37,32,17,51,89,49,28,7,52,59,53,62,84
722,0,JOHN,RICKENBACKER,Fresno State,62,22,Smashmouth,4-3Bal,51,29,45,51,71,40,26,53,54,63,49,49,67,39,49,46,23,27,43,26,78,50,73,64,39,37,50,79,45,51
723,0,KELLY,GONZALEZ,TCU,52,15,WCRun,3-4Attack,47,87,75,33,57,53,47,44,60,63,80,54,36,36,65,29,52,69,63,39,41,13,39,31,38,57,49,53,26,43
724,0,WILLIE,KAISER,Michigan,55,17,WCBal,4-3Attack,46,52,22,69,34,80,68,52,37,64,38,67,34,45,64,49,19,38,51,59,49,42,42,89,57,67,64,37,50,60
725,0,CHANCE,STUCKEY,UNLV,63,16,WCPass,4-3Attack,42,31,57,73,54,64,32,65,47,56,73,76,33,56,77,40,42,66,44,60,48,15,75,23,56,76,57,53,40,54
726,0,GEORGE,RANSOM,Rutgers,68,9,WCRun,3-4Cover,67,46,51,36,54,56,45,15,40,79,56,67,45,53,23,55,47,34,25,61,78,50,47,88,62,65,52,48,53,52
727,0,RICHARD,MADDEN,Auburn,61,26,WCPass,4-3Attack,30,69,35,52,63,63,31,20,54,40,67,53,49,68,46,55,38,18,70,44,56,45,60,53,59,41,30,43,67,26
728,0,JOSEPH,SCOTT,Virginia,70,20,WCPass,4-3Bal,69,41,40,54,30,44,28,45,26,66,51,62,39,14,55,46,34,35,45,54,70,55,45,29,59,43,40,80,50,39
729,0,BERNARD,HOFFMAN,Southern Miss,48,16,BalRun,4-3Attack,64,46,42,52,53,14,46,36,55,64,50,85,34,48,35,49,57,11,25,41,32,56,68,57,21,11,48,26,32,65
730,0,ISAIAH,CLOS,Western Carolina,33,1,SpreadPass,3-4Attack,58,48,51,57,42,54,41,67,90,47,62,28,32,62,57,28,24,59,48,20,55,27,56,84,47,68,74,49,48,36
731,0,EDMUND,COLE,Penn State,65,27,Run-N-Shoot,Cover2Attack,60,72,84,34,15,38,54,94,46,39,39,29,22,75,44,53,11,68,50,32,46,32,87,62,47,40,37,48,40,69
732,0,THOMAS,JOHNSON,Oregon,69,11,WCRun,Cover2Attack,21,34,75,67,4,46,45,86,62,59,48,54,78,43,57,94,32,38,56,65,45,36,28,66,21,30,25,54,54,33
733,0,JOSEPH,ZIMMERMAN,UTEP,49,14,Smashmouth,Cover2Attack,53,49,75,44,44,61,39,53,53,48,77,49,62,38,45,53,55,50,20,48,69,31,58,45,62,52,13,69,55,41
734,0,JOHN,GRANT,Washington State,70,34,SpreadBal,Cover2Bal,50,67,83,49,56,66,71,53,60,104,49,62,61,80,51,62,73,47,28,44,61,39,63,67,43,46,34,66,64,7
735,0,JEFFREY,DOUGLAS,Minnesota,45,5,SpreadBal,Cover2Cover,57,85,39,66,24,47,45,56,38,39,52,68,56,28,74,49,62,59,45,13,36,24,34,31,13,69,41,57,39,38
736,0,GREGORY,CAMPOS,Virginia,69,29,WCRun,4-3Attack,41,28,35,39,58,46,45,61,66,62,47,38,25,59,62,63,75,64,46,45,50,66,88,55,26,23,61,41,51,69
737,0,ALAN,DALTON,Stanford,42,9,VertPass,3-4Attack,77,48,37,69,46,35,63,63,70,36,76,45,73,39,56,47,68,62,52,33,44,39,47,34,69,73,59,43,65,64
738,0,WAYNE,FISHER,Pittsburgh,49,1,WCPass,4-3Cover,50,54,43,36,65,59,40,72,59,68,25,80,18,52,41,32,52,46,83,19,65,61,53,31,52,44,13,64,34,73
739,0,DAVID,MERRITT,Clemson,57,23,SpreadPass,3-4StuffRun,26,61,81,69,47,46,46,45,47,68,27,46,59,54,62,69,46,33,61,53,63,44,64,59,29,58,6,38,63,27
740,0,LLOYD,DARBY,Memphis,45,10,BalPass,4-3Bal,54,41,45,44,55,52,49,30,37,42,61,72,46,46,56,55,30,38,65,28,50,63,9,83,62,79,44,28,52,85
741,0,PAUL,BENAVIDES,Maryland,57,17,BalRun,4-3Attack,67,38,44,52,52,60,61,53,57,83,48,55,48,29,24,40,72,64,28,42,73,44,40,39,48,68,32,34,61,45
742,0,MICHAEL,WILSON,Michigan,40,5,WCBal,Cover2Attack,54,74,37,36,62,46,63,82,-5,75,50,68,65,52,69,51,64,45,48,72,46,12,66,56,45,47,48,41,28,50
743,0,RICHARD,HILL,Kent State,67,34,BalRun,3-4Attack,32,46,51,62,16,41,24,46,39,52,16,41,26,14,41,42,50,27,37,44,33,59,49,25,60,43,19,62,44,41
744,0,SAM,LEE,Arizona State,59,18,SpreadPass,4-3Attack,43,45,62,39,64,62,33,33,68,63,32,37,37,61,64,39,30,65,49,46,68,57,49,54,45,25,67,34,38,43
745,0,GREGORY,BURDICK,Northwest Missouri State,51,2,WCRun,4-3Cover,38,51,60,47,54,59,43,50,79,55,40,50,35,72,63,65,60,45,64,48,66,53,38,33,50,54,42,51,56,49
746,0,WILLIAM,BUFFUM,Utah,63,8,WCPass,3-4Cover,57,71,1,73,22,32,21,29,53,55,53,58,52,48,66,18,12,58,62,34,36,53,77,71,41,56,24,48,50,73
747,0,BENJAMIN,VIGIL,Virginia,64,12,BalPass,4-3StuffRun,49,53,38,8,46,67,79,75,63,57,41,50,74,56,60,41,69,31,58,28,69,58,56,34,57,61,63,49,69,30
748,0,ORVILLE,BORST,Syracuse,51,19,SpreadRun,3-4Bal,64,53,34,66,47,48,34,25,41,21,89,39,51,50,27,41,20,53,54,26,29,63,46,29,40,62,56,35,80,64
749,0,EDWARD,HINOJOSA,Baylor,38,4,WCRun,Cover2Cover,39,67,28,53,55,26,48,64,34,42,62,71,56,53,80,18,74,37,53,49,52,55,40,47,31,50,44,55,72,48
750,0,MICHAEL,EASTER,Pittsburgh,39,2,BalPass,3-4Cover,45,59,27,65,47,27,55,54,74,27,61,49,17,94,48,25,17,49,60,73,64,65,62,43,39,44,38,33,32,56
751,0,JOSEPH,SUH,California,54,22,BalPass,Cover2Attack,49,58,42,80,28,36,64,45,42,49,52,42,16,29,27,32,29,21,54,23,62,36,67,37,34,69,74,27,54,35
752,0,MANUEL,RINEHART,Pittsburgh,37,0,BalRun,3-4Bal,25,27,54,50,62,61,57,57,56,54,55,43,66,63,67,51,42,43,33,75,50,52,55,75,75,67,50,88,71,89
753,0,RICHARD,MAIN,Maryland,52,18,WCRun,4-3StuffRun,42,63,47,48,49,38,49,38,39,65,39,14,39,52,43,60,52,58,52,62,79,25,89,73,37,44,52,43,69,47
754,0,ROY,CASTLE,LSU,64,9,WCPass,Cover2Attack,52,58,57,49,40,76,38,42,46,55,23,56,47,63,48,35,53,22,19,78,31,34,25,37,64,51,40,40,55,58
755,0,DOUGLAS,CANNON,West Virginia,37,3,Smashmouth,3-4Attack,55,62,51,21,26,42,44,46,35,44,66,23,81,54,65,24,57,73,35,63,53,52,79,36,64,33,22,48,43,13
756,0,JAMES,BRYANT,Maryland,49,3,WCPass,4-3StuffRun,91,39,55,75,55,51,53,31,58,24,67,55,60,49,22,70,99,78,76,47,43,37,55,81,48,77,72,16,45,50
757,0,JOHN,FAGAN,Mississippi,55,7,WCBal,Cover2Bal,68,34,54,58,38,31,70,46,37,46,66,69,68,46,44,36,72,49,45,75,16,15,29,26,42,76,41,11,28,56
758,0,GREGORY,MOORE,Oregon,70,24,VertPass,4-3StuffRun,46,30,32,55,37,46,14,34,63,64,67,67,48,40,52,30,73,75,73,41,39,46,29,58,63,61,58,77,50,27
759,0,ANGEL,SMITH,Wyoming,32,0,WCBal,4-3Cover,41,44,45,68,42,48,27,22,22,36,40,55,56,60,39,64,49,61,47,54,54,31,26,52,40,18,84,67,57,52
760,0,MARCUS,KLINE,Bowling Green,32,0,WCBal,Cover2Attack,40,64,22,46,39,59,25,63,77,72,96,43,41,47,40,58,34,49,55,45,49,46,36,48,25,83,49,33,21,53
761,0,JOSE,HENINGER,Syracuse,38,4,BalRun,Cover2Cover,52,41,51,24,39,58,56,66,31,44,39,56,57,43,55,32,52,42,39,30,54,29,49,67,21,62,62,52,8,31
762,0,PATRICK,MINTER,Marshall,40,6,WCPass,Cover2Cover,30,48,78,39,17,29,45,31,65,42,29,58,49,55,60,42,37,43,45,46,28,31,81,28,36,37,26,59,48,38
763,0,JOHN,MILLER,Florida State,62,2,VertPass,4-3Cover,47,24,52,29,66,43,39,31,4,47,61,67,43,58,55,47,50,89,54,51,74,49,42,32,34,77,47,34,50,22
764,0,WILLIAM,TRACY,Saginaw Valley,61,3,BalPass,4-3Bal,45,13,50,54,39,46,48,52,71,84,43,45,34,41,51,37,49,40,54,75,79,67,46,56,66,54,13,60,49,18
765,0,JESSE,IRVIN,William & Mary,66,25,BalRun,Cover2Cover,64,40,48,64,53,64,56,71,35,53,53,47,29,37,38,67,24,58,71,58,61,63,25,38,76,40,62,44,68,32
766,0,JOSEPH,BROWN,Tennessee,62,1,WCBal,4-3Cover,59,36,48,53,39,67,67,33,51,46,54,38,34,22,47,81,51,41,61,94,60,58,53,47,46,64,49,59,36,32
767,0,GRAHAM,TINSLEY,Georgia,41,6,WCBal,3-4Attack,61,31,42,33,60,57,70,62,63,52,43,30,33,37,57,54,67,41,32,56,24,38,57,23,67,51,26,36,41,78
768,0,JEAN,HERRON,Arizona,59,5,BalPass,4-3Cover,58,50,53,43,33,34,48,44,73,77,33,40,36,67,30,34,43,53,59,43,59,66,63,47,47,65,39,33,59,43
769,0,RICHARD,SPANN,Florida,36,2,BalPass,Cover2Bal,50,46,53,52,51,44,35,34,26,5,72,27,53,45,58,26,58,46,63,79,64,9,20,54,71,41,36,71,51,71
770,0,JOSEPH,ANYAN,Eastern Kentucky,34,2,Smashmouth,4-3StuffRun,61,28,45,56,70,55,35,50,76,74,61,62,26,10,40,22,63,54,70,34,46,64,69,73,78,75,12,25,45,58
771,0,ALLEN,YOST,Michigan,34,1,WCRun,4-3Cover,31,26,46,53,83,33,55,69,61,71,44,58,38,69,49,76,69,46,52,35,27,54,49,36,50,49,32,74,75,44
772,0,MICHAEL,PORTER,Northern Colorado,35,3,WCPass,4-3Bal,40,65,32,48,77,44,73,20,56,59,50,31,38,92,35,66,60,52,57,50,51,42,68,33,36,38,40,83,41,57
773,0,BRIAN,LOPEZ,Ohio State,41,9,SpreadBal,4-3Attack,67,23,70,19,24,79,58,32,25,56,55,30,83,58,25,38,31,40,47,71,50,32,57,19,64,31,38,39,56,56
774,0,JAMES,COLON,Hawaii,54,11,WCRun,4-3Attack,28,65,9,40,57,31,51,21,39,31,49,56,47,32,61,40,72,59,36,43,43,39,72,78,51,57,63,49,58,50
775,0,LEON,WISE,Auburn,41,7,SpreadBal,Cover2Attack,72,59,45,57,25,49,45,54,41,69,48,58,58,74,50,35,45,71,41,74,33,51,66,15,15,47,33,51,32,41
776,0,VICTOR,PATTERSON,Vanderbilt,50,16,BalRun,4-3Cover,57,45,56,66,15,70,59,40,50,57,53,57,64,65,54,34,34,48,53,36,40,64,45,25,23,58,37,30,49,29
777,0,RICKEY,REEVES,UCLA,49,0,BalRun,3-4Bal,64,64,74,39,23,46,56,33,48,62,36,46,56,36,43,70,34,64,56,41,29,28,43,61,44,57,50,74,31,59
778,0,MICHAEL,BURTON,Maryland,48,2,VertPass,4-3Attack,25,63,22,48,56,48,49,26,52,77,45,39,54,52,69,46,51,36,64,48,53,17,49,8,36,77,49,69,64,49
779,0,JAMES,JOHNSON,Wake Forest,69,36,WCRun,Cover2Attack,43,39,50,72,62,67,70,36,61,45,83,50,63,55,57,69,44,46,67,12,73,41,62,80,58,70,23,59,31,49
780,0,NATHAN,MARTINEZ,Virginia Tech,61,28,Run-N-Shoot,4-3Cover,49,25,39,46,61,43,9,57,49,64,57,62,57,37,73,32,45,49,61,83,46,47,51,16,56,71,62,56,50,54
781,0,STEPHEN,MILLER,Pittsburgh,41,4,SpreadRun,3-4Cover,53,39,47,72,23,54,54,39,33,41,55,67,68,63,21,59,64,60,49,46,36,46,44,16,32,62,49,62,54,26
782,0,WALTER,WILDE,Richmond,45,6,WCRun,4-3Attack,45,43,54,61,-9,27,39,65,52,74,52,52,82,20,55,36,53,53,66,31,53,30,37,50,18,71,48,41,65,67
783,0,RICHARD,SANDERS,Alabama,47,1,Smashmouth,Cover2Attack,48,48,58,55,51,50,58,63,48,27,65,52,69,38,62,59,43,57,55,47,59,46,67,38,77,60,52,44,47,66
784,0,JOHN,MARTINEZ,Texas Tech,49,13,VertPass,4-3Bal,46,37,61,69,52,22,48,47,73,71,41,23,47,7,54,51,30,35,37,28,18,20,53,63,47,60,38,46,44,35
785,0,JARED,SCHMIDT,Utah State,41,3,SpreadBal,3-4Bal,37,46,60,44,56,55,52,25,47,49,52,36,25,56,49,54,28,62,40,39,34,40,68,47,53,33,21,36,32,47
786,0,JAMES,LEWIS,Northwestern,40,2,WCPass,3-4StuffRun,70,46,40,37,82,56,59,16,83,46,37,54,35,59,50,55,58,60,78,32,61,46,52,47,65,62,82,37,68,74
787,0,THOMAS,MEDINA,Iowa State,57,8,SpreadRun,Cover2Cover,25,67,58,20,40,50,49,47,42,30,49,47,42,54,79,53,63,47,80,60,48,53,55,75,61,89,44,35,24,50
788,0,JAMES,SMSITH,Boston College,61,25,Smashmouth,Cover2Cover,74,61,36,22,17,63,74,43,14,65,41,48,51,62,34,49,72,3,67,54,39,57,39,27,50,57,57,64,36,55
789,0,JONATHAN,SISKIN,Mississippi State,63,31,WCBal,Cover2Bal,25,56,39,40,50,42,34,62,29,50,61,48,19,52,49,48,34,68,67,31,54,50,63,47,40,64,62,82,24,51
790,0,REX,FERRELL,Notre Dame,56,19,Smashmouth,46,81,41,44,48,49,44,58,4,26,70,22,25,68,40,33,37,58,39,53,46,42,55,52,32,56,57,44,43,38,58
791,0,FRANK,BELCHER,Texas A&M,69,27,VertPass,Cover2Bal,68,22,43,43,47,66,30,57,61,44,37,31,26,41,50,37,56,61,65,29,55,39,65,54,50,65,70,59,53,46
792,0,JIMMY,MORGAN,Texas Tech,55,21,WCBal,3-4Bal,44,51,39,73,24,43,39,44,52,35,50,56,65,42,26,46,60,75,60,60,25,73,52,48,28,41,28,41,77,35
793,0,CHRISTOPHER,MISKE,Minnesota,48,11,WCBal,4-3StuffRun,63,58,73,53,35,61,39,51,44,68,32,48,48,62,61,59,36,69,53,64,83,37,31,77,70,42,79,81,57,31
794,0,WARREN,BUSKEY,Indiana(PA),69,20,SpreadRun,4-3Bal,50,54,47,54,69,71,81,54,71,57,23,51,34,81,35,36,58,28,58,36,51,49,76,50,58,40,42,49,48,38
795,0,FREDRICK,GORMAN,Brigham Young,33,1,WCBal,3-4Cover,47,20,76,57,62,40,53,40,60,73,71,75,55,72,31,49,62,63,67,65,71,70,86,45,29,83,14,36,55,41
796,0,EDGAR,GREGORY,California,42,7,Run-N-Shoot,Cover2Bal,41,30,33,38,63,31,47,16,43,56,37,39,48,43,36,57,43,36,33,47,41,61,72,39,54,24,63,62,42,84
797,0,COREY,CLANCY,Southern Miss,70,17,WCBal,4-3Bal,75,47,43,59,39,44,45,77,73,51,38,78,80,75,49,86,46,39,47,40,27,41,56,14,52,62,53,45,64,75
798,0,ALI,GREEN,Purdue,62,21,SpreadBal,3-4Bal,51,23,71,16,44,46,42,55,45,36,48,30,54,63,28,9,84,15,55,70,65,42,36,28,61,56,61,42,40,37
799,0,GUADALUPE,GREEN,Missouri,47,6,VertPass,Cover2Attack,72,52,55,25,22,44,58,85,58,41,47,65,41,24,61,55,47,85,54,52,51,65,49,56,44,54,42,23,32,36
800,0,FRANKLIN,ROBERTS,Georgia,32,0,WCBal,4-3StuffRun,57,49,55,49,70,58,16,60,90,35,59,64,34,21,76,25,67,51,25,47,46,38,35,55,24,49,38,44,73,43
